#"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
9.999999999999897	-24.223599758713128	436.40044496168207	125.0	0.0005307082858687615	0
20.00000000000146	-15.167969131467611	181.3401332393618	125.0	0.0005307082858687615	847
30.00000000001368	-10.078640125969757	547.6354353503386	125.0	0.0005307082858687615	852
39.99999999999748	-6.014458743532991	693.7975374304295	125.0	0.0005307082858687615	861
49.99999999997417	1.844612780761385	501.80219470922503	125.0	0.0005307082858687615	866
59.999999999950866	0.9269592428224216	276.26592662789676	125.0	0.0005307082858687615	869
69.99999999997019	3.3384948089107804	469.53888776589014	125.0	0.0005307082858687615	869
80.00000000001793	2.1828578155479166	286.69545903693717	125.0	0.0005307082858687615	870
90.00000000006568	6.960676844653826	589.5195749489022	125.0	0.0005307082858687615	870
100.00000000011343	8.424144681534296	147.13709825975278	125.0	0.0005307082858687615	871
110.00000000016118	7.669310084887957	167.76649880364093	125.0	0.0005307082858687615	872
120.00000000020893	9.59511593571493	694.3654849412939	125.0	0.0005307082858687615	872
130.00000000025668	2.0337694736837726	266.89019537936736	125.0	0.0005307082858687615	872
140.00000000030442	11.766316908291111	280.5534819304401	125.0	0.0005307082858687615	872
150.00000000035217	9.586222714865508	378.1332829945806	125.0	0.0005307082858687615	872
160.00000000039992	12.752728675008363	261.5396705802804	125.0	0.0005307082858687615	872
170.00000000044767	9.185661632765196	365.3879899318433	125.0	0.0005307082858687615	872
180.00000000049542	13.17264924756742	201.58563724895126	125.0	0.0005307082858687615	873
190.00000000054317	17.063858881711333	107.90729422806201	125.0	0.0005307082858687615	873
200.00000000059092	13.229717378412682	415.9789487688836	125.0	0.0005307082858687615	872
210.00000000063866	21.271076653487704	103.45181943626952	125.0	0.0005307082858687615	872
220.0000000006864	19.912594847542202	225.46506649613144	125.0	0.0005307082858687615	873
230.00000000073416	25.704470113093958	448.6465287773901	125.0	0.0005307082858687615	873
240.0000000007819	25.137134040131293	866.3083816804178	125.0	0.0005307082858687615	873
250.00000000082966	17.021850666003303	386.84864123126835	125.0	0.0005307082858687615	873
260.0000000007637	17.480942914373635	256.734725887874	125.0	0.0005307082858687615	872
270.0000000005272	20.049385671237886	189.2611009655351	125.0	0.0005307082858687615	872
280.00000000029075	29.19210788962222	661.6546343033456	125.0	0.0005307082858687615	872
290.0000000000543	27.04002302549769	108.86932641585615	125.0	0.0005307082858687615	872
299.9999999998178	23.784274070365953	80.18294252553672	125.0	0.0005307082858687615	872
309.99999999958135	26.762818684236862	799.0075580758169	125.0	0.0005307082858687615	872
319.9999999993449	27.73948513334266	332.862118732889	125.0	0.0005307082858687615	872
329.9999999991084	28.800096509406544	109.7219387756396	125.0	0.0005307082858687615	872
339.99999999887194	27.95751851195241	143.83255936647228	125.0	0.0005307082858687615	872
349.9999999986355	26.494480416532603	103.94426227394956	125.0	0.0005307082858687615	872
359.999999998399	30.4271562310945	1076.9891497696713	125.0	0.0005307082858687615	872
369.99999999816254	32.31302399713371	905.621703660206	125.0	0.0005307082858687615	872
379.99999999792607	29.724277458141408	427.29116451393537	125.0	0.0005307082858687615	871
389.9999999976896	39.35640950097236	74.53403326562363	125.0	0.0005307082858687615	871
399.99999999745313	36.204299086755526	557.1914584997573	125.0	0.0005307082858687615	871
409.99999999721666	33.05840390599281	401.44610255518353	125.0	0.0005307082858687615	871
419.9999999969802	33.48293845530286	55.78116284770988	125.0	0.0005307082858687615	871
429.9999999967437	31.843015342915095	137.1005719893421	125.0	0.0005307082858687615	871
439.99999999650726	32.382931167982534	675.1286324581278	125.0	0.0005307082858687615	871
449.9999999962708	35.77722728137192	553.2766564467471	125.0	0.0005307082858687615	871
459.9999999960343	37.9357130484119	227.50381469611912	125.0	0.0005307082858687615	871
469.99999999579785	39.61906555137474	225.1374430439883	125.0	0.0005307082858687615	870
479.9999999955614	40.79075763624721	145.2594518420961	125.0	0.0005307082858687615	870
489.9999999953249	40.683712631241086	264.9261979358244	125.0	0.0005307082858687615	870
499.99999999508844	35.723018106766226	190.87914518565293	125.0	0.0005307082858687615	870
509.999999994852	37.807258344829705	199.64735046785577	125.0	0.0005307082858687615	870
519.9999999946156	40.53825719181049	127.08856845979666	125.0	0.0005307082858687615	870
529.9999999943791	39.746386831815684	1262.7355312992786	125.0	0.0005307082858687615	870
539.9999999941426	42.69699305488803	410.0767238750486	125.0	0.0005307082858687615	870
549.9999999939062	40.93392021384764	411.06995809296495	125.0	0.0005307082858687615	870
559.9999999936697	42.41410619604552	891.6761556968183	125.0	0.0005307082858687615	870
569.9999999934332	44.02020887858163	537.365244982517	125.0	0.0005307082858687615	870
579.9999999931968	41.096297277294894	75.4389067995955	125.0	0.0005307082858687615	870
589.9999999929603	45.14214483573228	281.9518791890021	125.0	0.0005307082858687615	870
599.9999999927238	44.27069707420756	94.35849997827671	125.0	0.0005307082858687615	870
609.9999999924873	36.99762314042793	111.16550416198929	125.0	0.0005307082858687615	870
619.9999999922509	43.14867403272913	314.9891802469068	125.0	0.0005307082858687615	871
629.9999999920144	44.29739978202913	81.89554517838872	125.0	0.0005307082858687615	871
639.9999999917779	48.200367832042694	441.3761325827226	125.0	0.0005307082858687615	871
649.9999999915415	46.93607468593736	466.67022656191614	125.0	0.0005307082858687615	871
659.999999991305	48.27593510753522	552.5925056535878	125.0	0.0005307082858687615	871
669.9999999910685	49.43957834501644	363.75397217014944	125.0	0.0005307082858687615	871
679.9999999908321	40.04559317222322	480.2390850278368	125.0	0.0005307082858687615	871
689.9999999905956	43.07706421000457	173.42310332502527	125.0	0.0005307082858687615	871
699.9999999903591	49.43370440531167	367.96658475152196	125.0	0.0005307082858687615	871
709.9999999901227	46.72643458179128	222.45375354010125	125.0	0.0005307082858687615	871
719.9999999898862	45.35916939777135	348.295446065237	125.0	0.0005307082858687615	871
729.9999999896497	51.10628993956041	91.42486670445719	125.0	0.0005307082858687615	871
739.9999999894133	47.45388630417382	186.1799179895778	125.0	0.0005307082858687615	871
749.9999999891768	54.02834842244536	158.1638974925155	125.0	0.0005307082858687615	871
759.9999999889403	49.84763924806727	132.36356188437466	125.0	0.0005307082858687615	871
769.9999999887038	54.90867176463766	257.59451004633894	125.0	0.0005307082858687615	871
779.9999999884674	52.5428189790796	156.1337791992227	125.0	0.0005307082858687615	871
789.9999999882309	51.422659625428835	416.24258536439226	125.0	0.0005307082858687615	871
799.9999999879944	52.56083627118087	143.96184068108877	125.0	0.0005307082858687615	871
