#"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
9.999999999999897	1.1729093884927648	15.073527478577981	125.0	0.0005307082858687615	0
20.00000000000146	2.040640365611034	283.50328392024204	125.0	0.0005307082858687615	892
30.00000000001368	5.363544929184858	121.8403014406918	125.0	0.0005307082858687615	890
39.99999999999748	-4.460688094622981	87.25678497671056	125.0	0.0005307082858687615	889
49.99999999997417	-1.8316278531985155	38.82358202411264	125.0	0.0005307082858687615	889
59.999999999950866	1.1989667357285256	12.671478766627667	125.0	0.0005307082858687615	889
69.99999999997019	6.556735991948228	394.63412588764635	125.0	0.0005307082858687615	889
80.00000000001793	11.70610503702048	66.86121238812498	125.0	0.0005307082858687615	889
90.00000000006568	13.458457502129837	153.35482114383134	125.0	0.0005307082858687615	889
100.00000000011343	8.896485143133471	197.35699455271853	125.0	0.0005307082858687615	889
110.00000000016118	11.898919521381522	67.70104935301221	125.0	0.0005307082858687615	889
120.00000000020893	12.959267230924638	210.24783451894336	125.0	0.0005307082858687615	889
130.00000000025668	15.302823296306729	237.59960142704807	125.0	0.0005307082858687615	889
140.00000000030442	15.965798365563813	382.2518372971086	125.0	0.0005307082858687615	890
150.00000000035217	17.234607426061288	209.34430075420798	125.0	0.0005307082858687615	889
160.00000000039992	16.053557143894224	285.674662192782	125.0	0.0005307082858687615	890
170.00000000044767	17.24805333817247	62.798630210672435	125.0	0.0005307082858687615	889
180.00000000049542	21.204093433079823	647.2717848440499	125.0	0.0005307082858687615	889
190.00000000054317	19.1809357414575	96.38796880053951	125.0	0.0005307082858687615	888
200.00000000059092	30.386149867405283	64.18592552185005	125.0	0.0005307082858687615	888
210.00000000063866	21.517037263363292	292.9936724205407	125.0	0.0005307082858687615	888
220.0000000006864	19.139900869258422	254.64860350352052	125.0	0.0005307082858687615	887
230.00000000073416	21.889296539429754	748.7016630188264	125.0	0.0005307082858687615	887
240.0000000007819	19.375344374229435	357.5186503047331	125.0	0.0005307082858687615	886
