#"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
9.999999999999897	5.620688299492661e-27	506.9982075903996	125.0	0.0005307082858687615	0
20.00000000000146	2.183462806615839e-19	231.83806980098387	125.0	0.0005307082858687615	919
30.00000000001368	2.212588865209551	333.4617509859768	125.0	0.0005307082858687615	917
39.99999999999748	2.8654550096521882	359.8984535041686	125.0	0.0005307082858687615	917
49.99999999997417	8.541662221560923	719.9317757962632	125.0	0.0005307082858687615	918
59.999999999950866	0.09689766563894663	546.9809749609931	125.0	0.0005307082858687615	918
69.99999999997019	3.794834112330361	252.16676320916514	125.0	0.0005307082858687615	918
80.00000000001793	16.024002908989804	546.89430624049	125.0	0.0005307082858687615	918
90.00000000006568	16.394156681102807	258.4556188288816	125.0	0.0005307082858687615	918
100.00000000011343	5.699222516389696	238.738795556266	125.0	0.0005307082858687615	918
110.00000000016118	12.519020111920552	384.84117702688656	125.0	0.0005307082858687615	918
120.00000000020893	11.869281779171578	843.5557468537721	125.0	0.0005307082858687615	917
130.00000000025668	16.980752871226585	439.87183990206165	125.0	0.0005307082858687615	917
140.00000000030442	18.619761985841407	67.1815210971886	125.0	0.0005307082858687615	917
150.00000000035217	12.438142534487234	356.85279636191353	125.0	0.0005307082858687615	917
160.00000000039992	18.24506974248266	362.5121286146901	125.0	0.0005307082858687615	917
170.00000000044767	19.525617926910048	95.16252825718941	125.0	0.0005307082858687615	917
180.00000000049542	18.413865913762105	295.19337003845015	125.0	0.0005307082858687615	917
190.00000000054317	22.760833321369766	571.1658747307689	125.0	0.0005307082858687615	917
200.00000000059092	12.003750194718867	201.52661723872524	125.0	0.0005307082858687615	917
210.00000000063866	22.914451034398624	281.9030702784299	125.0	0.0005307082858687615	917
220.0000000006864	23.357894028145328	280.52857505306673	125.0	0.0005307082858687615	917
230.00000000073416	24.33478362524427	98.38697589548585	125.0	0.0005307082858687615	917
240.0000000007819	25.88469176886258	545.543830546742	125.0	0.0005307082858687615	917
250.00000000082966	25.07074631033521	318.81978004619606	125.0	0.0005307082858687615	917
260.0000000007637	28.752567725311447	110.52595575509334	125.0	0.0005307082858687615	917
270.0000000005272	27.9468825225314	208.19307789390464	125.0	0.0005307082858687615	917
280.00000000029075	29.26240104718633	129.29547621497477	125.0	0.0005307082858687615	917
290.0000000000543	29.66112761481755	401.1071107450333	125.0	0.0005307082858687615	917
299.9999999998178	27.141368059175385	293.2372484901552	125.0	0.0005307082858687615	917
309.99999999958135	29.39579059119615	209.17748032033455	125.0	0.0005307082858687615	917
319.9999999993449	27.29017741307287	616.0742302724581	125.0	0.0005307082858687615	917
329.9999999991084	29.285176848535016	290.2738534587381	125.0	0.0005307082858687615	916
339.99999999887194	32.24488523041158	183.09097006330416	125.0	0.0005307082858687615	916
349.9999999986355	32.61283499167326	375.4318181338295	125.0	0.0005307082858687615	916
359.999999998399	28.01656721181265	47.9284469599894	125.0	0.0005307082858687615	916
369.99999999816254	33.856708100117594	730.6352293132971	125.0	0.0005307082858687615	916
379.99999999792607	29.382975970904834	290.5762404470143	125.0	0.0005307082858687615	916
389.9999999976896	30.577723502248375	238.74596985077073	125.0	0.0005307082858687615	916
399.99999999745313	35.124353051218634	460.1066080483075	125.0	0.0005307082858687615	916
409.99999999721666	36.30954553713331	185.03796448704762	125.0	0.0005307082858687615	916
419.9999999969802	38.11502751259239	128.79039262675042	125.0	0.0005307082858687615	916
429.9999999967437	36.850305297808326	119.70069698717609	125.0	0.0005307082858687615	916
439.99999999650726	35.994697616814896	486.5839980365804	125.0	0.0005307082858687615	916
449.9999999962708	37.93079167301792	108.57375225834011	125.0	0.0005307082858687615	916
459.9999999960343	38.96445737004205	154.64748600172396	125.0	0.0005307082858687615	916
469.99999999579785	39.50522340838376	92.14541810886391	125.0	0.0005307082858687615	916
479.9999999955614	40.41321915715684	309.5058681045922	125.0	0.0005307082858687615	916
489.9999999953249	41.02774195746651	359.1828193843514	125.0	0.0005307082858687615	916
499.99999999508844	40.63968585144624	356.34932665491067	125.0	0.0005307082858687615	916
509.999999994852	41.38831660085473	102.46997800653875	125.0	0.0005307082858687615	916
519.9999999946156	39.74863722030198	435.6582108185089	125.0	0.0005307082858687615	916
529.9999999943791	34.570164170836726	115.06589429555017	125.0	0.0005307082858687615	916
539.9999999941426	34.140459643158735	308.538259888314	125.0	0.0005307082858687615	916
549.9999999939062	31.82593579815497	344.65559542420294	125.0	0.0005307082858687615	916
559.9999999936697	46.830625010699094	31.152049910196627	125.0	0.0005307082858687615	916
569.9999999934332	41.936624364757826	67.17477160990833	125.0	0.0005307082858687615	916
579.9999999931968	43.94398185773683	93.21965095990429	125.0	0.0005307082858687615	916
589.9999999929603	46.44417054247018	201.53163349665056	125.0	0.0005307082858687615	916
599.9999999927238	43.72533352205254	334.6262919004561	125.0	0.0005307082858687615	916
609.9999999924873	47.39840063876351	374.08727372332476	125.0	0.0005307082858687615	916
619.9999999922509	46.41089029859375	546.4705631137788	125.0	0.0005307082858687615	916
629.9999999920144	50.13799402213516	344.9270758108271	125.0	0.0005307082858687615	916
639.9999999917779	46.23202243955774	616.4007322053965	125.0	0.0005307082858687615	916
649.9999999915415	47.620431584314446	64.96803464846948	125.0	0.0005307082858687615	916
659.999999991305	48.88532919322283	394.55678656593483	125.0	0.0005307082858687615	916
669.9999999910685	50.85198479946256	60.5955183575226	125.0	0.0005307082858687615	916
679.9999999908321	42.96613551400668	102.2202894840754	125.0	0.0005307082858687615	916
689.9999999905956	34.26091857079552	228.3148238446295	125.0	0.0005307082858687615	916
699.9999999903591	46.59038715583375	375.040335941936	125.0	0.0005307082858687615	916
709.9999999901227	39.61807195818329	268.994481618595	125.0	0.0005307082858687615	916
719.9999999898862	41.32603556471808	147.91797932181527	125.0	0.0005307082858687615	916
729.9999999896497	45.72192235485253	8.892358174187747	125.0	0.0005307082858687615	916
739.9999999894133	49.93535735918974	284.09245349400123	125.0	0.0005307082858687615	916
749.9999999891768	53.94217529296516	46.41213572118732	125.0	0.0005307082858687615	916
759.9999999889403	55.70343198618988	439.47725426464444	125.0	0.0005307082858687615	916
769.9999999887038	51.100497048515585	708.4769173485528	125.0	0.0005307082858687615	916
779.9999999884674	53.70881143244687	239.62752126094034	125.0	0.0005307082858687615	916
789.9999999882309	52.94039475293339	1082.712081048461	125.0	0.0005307082858687615	916
799.9999999879944	56.395364865121806	14.0011380632342	125.0	0.0005307082858687615	916
809.999999987758	55.0460144172042	163.87280334552068	125.0	0.0005307082858687615	916
819.9999999875215	54.10199704866466	106.49778315907287	125.0	0.0005307082858687615	916
829.999999987285	55.665484649198774	845.716959753169	125.0	0.0005307082858687615	916
839.9999999870486	56.75894971123324	713.3019135227785	125.0	0.0005307082858687615	916
849.9999999868121	56.64251065832367	159.29760541424534	125.0	0.0005307082858687615	916
859.9999999865756	62.23300768112095	696.0543847157566	125.0	0.0005307082858687615	916
869.9999999863392	56.37793706503805	4.752283297412298	125.0	0.0005307082858687615	916
879.9999999861027	58.46442880465567	50.81418364244687	125.0	0.0005307082858687615	916
889.9999999858662	59.271862585440644	38.01423877834137	125.0	0.0005307082858687615	916
899.9999999856298	53.829229600421016	292.10790408941165	125.0	0.0005307082858687615	916
909.9999999853933	47.009705191877885	38.002414133397494	125.0	0.0005307082858687615	916
919.9999999851568	54.588378544789826	233.17167777498852	125.0	0.0005307082858687615	916
929.9999999849204	63.96480828110099	796.3879867856712	125.0	0.0005307082858687615	916
939.9999999846839	59.80600833644766	1342.6709606482968	125.0	0.0005307082858687615	916
949.9999999844474	58.47105437004979	935.3256945352562	125.0	0.0005307082858687615	916
959.999999984211	58.48131325734856	488.675540769076	125.0	0.0005307082858687615	916
969.9999999839745	59.912943936172184	518.2489767493794	125.0	0.0005307082858687615	916
979.999999983738	60.551026722333035	29.89497020886448	125.0	0.0005307082858687615	916
989.9999999835015	61.78352172494591	301.812359512498	125.0	0.0005307082858687615	916
999.9999999832651	62.20714016918624	504.35838492962984	125.0	0.0005307082858687615	916
1009.9999999830286	62.839029586134444	778.0702700790836	125.0	0.0005307082858687615	916
1019.9999999827921	62.454035067808675	267.4376674359354	125.0	0.0005307082858687615	916
1029.9999999825557	62.001868856915785	536.3458120472059	125.0	0.0005307082858687615	916
1039.9999999823192	65.01223314957679	205.3524047651444	125.0	0.0005307082858687615	916
1049.9999999820827	61.93390529768179	421.7182678788987	125.0	0.0005307082858687615	916
1059.9999999818463	63.72966303643133	92.36976754020922	125.0	0.0005307082858687615	916
1069.9999999816098	62.772256245807206	267.6489761341203	125.0	0.0005307082858687615	916
1079.9999999813733	67.44269265832013	113.80234252883773	125.0	0.0005307082858687615	916
1089.9999999811369	65.45940493062109	570.5553780664794	125.0	0.0005307082858687615	916
1099.9999999809004	65.4742172102849	45.03473492171338	125.0	0.0005307082858687615	916
1109.999999980664	68.32441893044285	189.31896670715443	125.0	0.0005307082858687615	916
1119.9999999804274	68.92452209531605	50.21719593730021	125.0	0.0005307082858687615	916
1129.999999980191	65.12496832479594	596.9847843141586	125.0	0.0005307082858687615	916
1139.9999999799545	68.1523997185343	162.3280601476443	125.0	0.0005307082858687615	916
1149.999999979718	67.25391967239807	434.346788825681	125.0	0.0005307082858687615	916
1159.9999999794816	68.98266327467714	101.89681825733085	125.0	0.0005307082858687615	916
1169.999999979245	67.69227545286026	555.0299796029533	125.0	0.0005307082858687615	916
1179.9999999790086	71.51963958851545	125.2849266904928	125.0	0.0005307082858687615	916
1189.9999999787722	67.30584420789963	853.8705542870337	125.0	0.0005307082858687615	916
1199.9999999785357	68.40022108756034	303.99045086938537	125.0	0.0005307082858687615	916
1209.9999999782992	71.06570261756187	139.87991119922316	125.0	0.0005307082858687615	916
1219.9999999780628	67.5618474334574	697.9356924547623	125.0	0.0005307082858687615	916
1229.9999999778263	70.57143165150981	379.2109483269656	125.0	0.0005307082858687615	916
1239.9999999775898	68.880868217885	830.6820273155919	125.0	0.0005307082858687615	916
1249.9999999773534	68.86363900813404	265.7620132635662	125.0	0.0005307082858687615	916
