#! FIELDS d1.z file.free der_d1.z
#! SET min_d1.z -0.292774
#! SET max_d1.z 1.66952
#! SET nbins_d1.z  557
#! SET periodic_d1.z false
   -0.292774000  309.388856468   -0.852248469
   -0.289244694  309.365864833  -11.548364231
   -0.285715388  309.288830516  -36.849679854
   -0.282186083  309.046201999 -107.352356872
   -0.278656777  308.448722006 -248.360703974
   -0.275127471  307.154609663 -505.048398181
   -0.271598165  304.696447993 -914.856807995
   -0.268068860  300.506980982 -1484.116343435
   -0.264539554  294.087754741 -2166.108967598
   -0.261010248  285.203246389 -2855.051419077
   -0.257480942  274.066979535 -3425.254961675
   -0.253951637  261.295381616 -3770.941509773
   -0.250422331  247.766712852 -3856.956147167
   -0.246893025  234.305015418 -3744.935606558
   -0.243363719  221.431959270 -3544.248505806
   -0.239834414  209.280639871 -3347.903635332
   -0.236305108  197.734590637 -3208.980059763
   -0.232775802  186.556628754 -3129.639804671
   -0.229246496  175.622486542 -3068.378835916
   -0.225717191  164.912517657 -2995.786046192
   -0.222187885  154.505546741 -2896.974307081
   -0.218658579  144.491326765 -2771.915049097
   -0.215129273  134.929031177 -2645.191772458
   -0.211599968  125.821826160 -2514.332610002
   -0.208070662  117.175388831 -2389.961992214
   -0.204541356  108.948716833 -2268.940402927
   -0.201012050  101.111858821 -2173.163658430
   -0.197482745   93.575308285 -2098.444396501
   -0.193953439   86.295560147 -2024.103814786
   -0.190424133   79.300950334 -1929.850768514
   -0.186894827   72.694581024 -1811.630884373
   -0.183365522   66.549766206 -1672.839390315
   -0.179836216   60.872891210 -1553.480753869
   -0.176306910   55.526230719 -1480.583646790
   -0.172777604   50.402451055 -1424.220675392
   -0.169248299   45.496027461 -1351.123569303
   -0.165718993   40.904718166 -1248.402062632
   -0.162189687   36.684371429 -1139.394911356
   -0.158660381   32.841005019 -1041.518899604
   -0.155131076   29.325078175 -950.574770522
   -0.151601770   26.117623844 -864.304713607
   -0.148072464   23.258488504 -752.046367029
   -0.144543158   20.795071201 -643.517857799
   -0.141013853   18.719886063 -534.901911172
   -0.137484547   16.982438947 -451.304818527
   -0.133955241   15.539135404 -366.446898723
   -0.130425935   14.396908301 -277.117292747
   -0.126896629   13.583113110 -186.152643882
   -0.123367324   13.055680235 -116.774206766
   -0.119838018   12.678893698 -103.800190557
   -0.116308712   12.291298563 -119.555543275
   -0.112779406   11.846852286 -128.739782242
   -0.109250101   11.381962480 -134.554384226
   -0.105720795   10.906136461 -136.490867722
   -0.102191489   10.409940326 -146.600124223
   -0.098662183    9.866218306 -160.388700477
   -0.095132878    9.300760278 -158.281866023
   -0.091603572    8.756767464 -146.241921783
   -0.088074266    8.267738479 -130.817620882
   -0.084544960    7.808998484 -134.004314368
   -0.081015655    7.305623168 -150.519910081
   -0.077486349    6.767752378 -150.737020634
   -0.073957043    6.244370930 -144.928737503
   -0.070427737    5.759695375 -129.176796264
   -0.066898432    5.312536581 -127.529185998
   -0.063369126    4.841007095 -142.133406854
   -0.059839820    4.331983211 -142.989063565
   -0.056310514    3.842414054 -132.694588731
   -0.052781209    3.404203313 -115.223728132
   -0.049251903    3.009350507 -111.528306483
   -0.045722597    2.615674160 -111.352092332
   -0.042193291    2.217814904 -113.450388832
