# z dG-0.295745 290.68268454681765
-0.292214236 290.67203971481763
-0.288683471 290.6198090218177
-0.285152707 290.47209224581763
-0.281621942 290.08823661181765
-0.278091178 289.2311576038176
-0.274560414 287.5451099288176
-0.271029649 284.57873512081767
-0.267498885 279.8483420878176
-0.263968121 272.96938885081767
-0.260437356 263.81172637381763
-0.256906592 252.57489793181765
-0.253375827 239.80451973281765
-0.249845063 226.28293243981764
-0.246314299 212.77616763081764
-0.242783534 199.83630536281765
-0.23925277 187.67888643181766
-0.235722005 176.23298161081766
-0.232191241 165.29261741881766
-0.228660477 154.66640155281766
-0.225129712 144.25340752281764
-0.221598948 134.05635198981764
-0.218068183 124.16521881281764
-0.214537419 114.67794059081766
-0.211006655 105.63856978381764
-0.20747589 97.04110002281764
-0.203945126 88.82107932481765
-0.200414362 80.89581810281764
-0.196883597 73.20848189781765
-0.193352833 65.78064666081765
-0.189822068 58.71083625081765
-0.186291304 52.05639711681765
-0.18276054 45.835281499817654
-0.179229775 40.004495372817644
-0.175699011 34.47862320981765
-0.172168246 29.199004530817646
-0.168637482 24.18545119181765
-0.165106718 19.50679676081765
-0.161575953 15.221475302817645
-0.158045189 11.349228673817649
-0.154514424 7.856980298817646
-0.15098366 4.714543561817646
-0.147452896 1.934880924817648
-0.143922131 -0.49868386718235413
-0.140391367 -2.615358865182351
-0.136860603 -4.4240233071823525
-0.133329838 -5.898860338182352
-0.129799074 -7.007551161182352
-0.126268309 -7.791749711182353
-0.122737545 -8.355938381182353
-0.119206781 -8.838306610182352
-0.115676016 -9.353111043182352
-0.112145252 -9.899777006182353
-0.108614487 -10.430900480182352
-0.105083723 -10.920472986182352
-0.101552959 -11.386445497182352
-0.098022194 -11.897320882182353
-0.09449143 -12.456313065182353
-0.090960665 -13.010692514182352
-0.087429901 -13.503901736182353
-0.083899137 -13.958467011182353
-0.080368372 -14.448231145182353
-0.076837608 -15.013705766182353
-0.073306844 -15.632023568182353
-0.069776079 -16.18501871118235
-0.066245315 -16.612776361182352
-0.06271455 -16.964612263182353
-0.059183786 -17.340326857182355
-0.055653022 -17.801457896182352
-0.052122257 -18.318162187182352
-0.048591493 -18.818383458182353
-0.045060728 -19.242122054182353
-0.041529964 -19.585585275182353
-0.0379992 -19.895432682182353
-0.034468435 -20.198445483182354
-0.030937671 -20.498779407182354
-0.027406906 -20.78626956518235
-0.023876142 -21.032395011182352
-0.020345378 -21.228076744182353
-0.016814613 -21.389581773182353
-0.013283849 -21.509761896182354
-0.009753085 -21.597464921182354
-0.00622232 -21.64575513418235
-0.002691556 -21.654211675182353
0.000839209 -21.617304067182353
0.004369973 -21.571184535182354
0.007900737 -21.513276546182354
0.011431502 -21.40975127418235
0.014962266 -21.233512236182353
0.018493031 -21.003119089182352
0.022023795 -20.773390117182352
0.025554559 -20.56882599518235
0.029085324 -20.356379328182353
0.032616088 -20.070091820182352
0.036146853 -19.680789841182353
0.039677617 -19.237012194182352
0.043208381 -18.830937125182352
0.046739146 -18.487688153182354
0.05026991 -18.137098657182353
0.053800674 -17.696706750182354
0.057331439 -17.157590353182353
0.060862203 -16.592868506182352
0.064392968 -16.07699272918235
0.067923732 -15.567134305182353
0.071454496 -14.986685608182352
0.074985261 -14.314199786182353
0.078516025 -13.599731338182353
0.08204679 -12.947540776182352
0.085577554 -12.364325705182353
0.089108318 -11.781423579182352
0.092639083 -11.125109616182353
0.096169847 -10.422823691182353
0.099700612 -9.739789299182354
0.103231376 -9.129936882182353
0.10676214 -8.559786317182352
0.110292905 -7.951663298182353
0.113823669 -7.279048225182352
0.117354433 -6.601158700182353
0.120885198 -6.005400221182352
0.124415962 -5.517388971182353
0.127946727 -5.057397661182353
0.131477491 -4.562333734182353
0.135008255 -4.033162456182353
0.13853902 -3.5115172091823545
0.142069784 -3.047467986182351
0.145600549 -2.6547238151823542
0.149131313 -2.273066065182352
0.152662077 -1.8907711551823532
0.156192842 -1.5101196491823536
0.159723606 -1.1457908261823526
0.163254371 -0.8140584581823518
0.166785135 -0.5130636701823512
0.170315899 -0.21973784318235445
0.173846664 0.05257221481764773
0.177377428 0.31250096181764775
0.180908192 0.5664499848176483
0.184438957 0.8092702148176478
0.187969721 1.0462586568176455
0.191500486 1.2681891698176457
0.19503125 1.463013576817648
0.198562014 1.6604684858176455
0.202092779 1.8463022398176463
0.205623543 2.0170021368176485
0.209154308 2.1619574628176466
0.212685072 2.261516057817648
0.216215836 2.334752963817646
0.219746601 2.4330188958176464
0.223277365 2.5685184958176457
0.226808129 2.7342147388176485
0.230338894 2.9027099538176486
0.233869658 3.058841219817648
0.237400423 3.191370306817646
0.240931187 3.280981085817647
0.244461951 3.3290425988176473
0.247992716 3.366071322817646
0.25152348 3.4009396638176455
0.255054245 3.4398897048176487
0.258585009 3.493229774817646
0.262115773 3.5324081508176484
0.265646538 3.568124265817648
0.269177302 3.5956323558176457
0.272708067 3.6152812228176465
0.276238831 3.6370842308176456
0.279769595 3.6849982998176465
0.28330036 3.7670395818176488
0.286831124 3.8542769758176476
0.290361888 3.9192054808176486
0.293892653 3.9649674878176455
0.297423417 3.9860090088176463
0.300954182 4.011636256817646
0.304484946 4.0581787868176455
0.30801571 4.100828907817647
0.311546475 4.095697872817649
0.315077239 4.030875243817647
0.318608004 3.9317341898176466
0.322138768 3.8243223508176456
0.325669532 3.7538408698176475
0.329200297 3.723224068817647
0.332731061 3.721187316817648
0.336261826 3.7340658258176482
0.33979259 3.722359441817648
0.343323354 3.6977188098176477
0.346854119 3.6662094468176463
0.350384883 3.639244991817648
